大富翁数据中心_市场代码,合约代码,时间,最新,持仓,增仓,成交额,成交量,开仓,平仓,成交类型,方向,买一价,卖一价,买一量,卖一量
sc,rb1605,2016-03-08 10:40:24.500,2135.0000,1739880,-42,1067520.0000,50.0000,4,46,多平,S,2135.0000,2136.0000,498,391
sc,rb1605,2016-03-08 10:40:25.000,2136.0000,1739888,8,768760.0000,36.0000,22,14,多开,B,2135.0000,2136.0000,489,394
sc,rb1605,2016-03-08 10:40:25.500,2135.0000,1739536,-352,8540100.0000,400.0000,24,376,多平,S,2135.0000,2136.0000,295,380
sc,rb1605,2016-03-08 10:40:26.000,2136.0000,1739598,62,1836240.0000,86.0000,74,12,多开,B,2135.0000,2136.0000,260,402
sc,rb1605,2016-03-08 10:40:26.500,2135.0000,1739582,-16,11315580.0000,530.0000,257,273,多平,S,2134.0000,2135.0000,418,332
sc,rb1605,2016-03-08 10:40:27.000,2134.0000,1739462,-120,2732740.0000,128.0000,4,124,多平,S,2134.0000,2135.0000,409,290
sc,rb1605,2016-03-08 10:40:27.500,2134.0000,1739412,-50,1323620.0000,62.0000,6,56,多平,S,2134.0000,2135.0000,415,267
sc,rb1605,2016-03-08 10:40:28.000,2134.0000,1739406,-6,5847160.0000,274.0000,134,140,多平,S,2134.0000,2135.0000,278,296
sc,rb1605,2016-03-08 10:40:28.500,2135.0000,1739406,0,384240.0000,18.0000,9,9,多换,B,2134.0000,2135.0000,359,299
sc,rb1605,2016-03-08 10:40:29.000,2135.0000,1739408,2,384180.0000,18.0000,10,8,多开,B,2134.0000,2135.0000,504,297
sc,rb1605,2016-03-08 10:40:29.500,2134.0000,1739224,-184,4611440.0000,216.0000,16,200,多平,S,2134.0000,2135.0000,602,409
sc,rb1605,2016-03-08 10:40:30.000,2136.0000,1738020,-1204,48151660.0000,2256.0000,526,1730,空平,B,2135.0000,2136.0000,48,115
sc,rb1605,2016-03-08 10:40:30.500,2136.0000,1737874,-146,5126360.0000,240.0000,47,193,空平,B,2136.0000,2137.0000,246,342
sc,rb1605,2016-03-08 10:40:31.000,2136.0000,1737804,-70,4870080.0000,228.0000,79,149,空平,B,2136.0000,2137.0000,140,471
sc,rb1605,2016-03-08 10:40:31.500,2136.0000,1737850,46,5211840.0000,244.0000,145,99,多开,B,2136.0000,2137.0000,18,482
sc,rb1605,2016-03-08 10:40:32.000,2135.0000,1737880,30,1281500.0000,60.0000,45,15,空开,S,2135.0000,2136.0000,171,157
sc,rb1605,2016-03-08 10:40:32.500,2135.0000,1737882,2,2050520.0000,96.0000,49,47,空开,S,2135.0000,2136.0000,193,173
sc,rb1605,2016-03-08 10:40:33.000,2136.0000,1737740,-142,4613660.0000,216.0000,37,179,空平,B,2135.0000,2136.0000,223,83
sc,rb1605,2016-03-08 10:40:33.500,2135.0000,1738198,458,20714480.0000,970.0000,714,256,空开,S,2134.0000,2135.0000,7,1624
sc,rb1605,2016-03-08 10:40:34.000,2134.0000,1738190,-8,1494200.0000,70.0000,31,39,多平,S,2133.0000,2134.0000,780,84
sc,rb1605,2016-03-08 10:40:34.500,2134.0000,1738062,-128,7597100.0000,356.0000,114,242,多平,S,2134.0000,2135.0000,810,1616
sc,rb1605,2016-03-08 10:40:35.000,2135.0000,1738064,2,213480.0000,10.0000,6,4,多开,B,2134.0000,2135.0000,873,1650
sc,rb1605,2016-03-08 10:40:35.500,2134.0000,1738072,8,5038540.0000,236.0000,122,114,空开,S,2134.0000,2135.0000,871,1535
sc,rb1605,2016-03-08 10:40:36.000,2134.0000,1738072,0,469520.0000,22.0000,11,11,空换,S,2134.0000,2135.0000,862,1653
sc,rb1605,2016-03-08 10:40:36.500,2135.0000,1738166,94,3373020.0000,158.0000,126,32,多开,B,2134.0000,2135.0000,855,1555
sc,rb1605,2016-03-08 10:40:37.000,2134.0000,1738854,688,20319120.0000,952.0000,820,132,空开,S,2134.0000,2135.0000,553,1388
sc,rb1605,2016-03-08 10:40:37.500,2134.0000,1739148,294,15663680.0000,734.0000,514,220,空开,S,2134.0000,2135.0000,299,1392
sc,rb1605,2016-03-08 10:40:38.000,2134.0000,1739080,-68,17114680.0000,802.0000,367,435,多平,S,2134.0000,2135.0000,424,1392
sc,rb1605,2016-03-08 10:40:38.500,2134.0000,1739086,6,1280540.0000,60.0000,33,27,空开,S,2134.0000,2135.0000,450,1430
sc,rb1605,2016-03-08 10:40:39.000,2135.0000,1739086,0,256120.0000,12.0000,6,6,多换,B,2134.0000,2135.0000,547,1429
sc,rb1605,2016-03-08 10:40:39.500,2134.0000,1738476,-610,15322220.0000,718.0000,54,664,多平,S,2134.0000,2135.0000,210,1428
sc,rb1605,2016-03-08 10:40:40.000,2134.0000,1738474,-2,5379880.0000,252.0000,125,127,多平,S,2134.0000,2135.0000,706,1318
sc,rb1605,2016-03-08 10:40:40.500,2134.0000,1738478,4,6275960.0000,294.0000,149,145,空开,S,2134.0000,2135.0000,680,1220
sc,rb1605,2016-03-08 10:40:41.000,2135.0000,1738846,368,8795600.0000,412.0000,390,22,多开,B,2134.0000,2135.0000,662,1046
sc,rb1605,2016-03-08 10:40:41.500,2135.0000,1740128,1282,29334760.0000,1374.0000,1328,46,多开,B,2134.0000,2135.0000,659,367
sc,rb1605,2016-03-08 10:40:42.000,2135.0000,1740000,-128,16183300.0000,758.0000,315,443,空平,B,2135.0000,2136.0000,914,196
sc,rb1605,2016-03-08 10:40:42.500,2136.0000,1740048,48,8458560.0000,396.0000,222,174,多开,B,2136.0000,2137.0000,298,300
sc,rb1605,2016-03-08 10:40:43.000,2135.0000,1740300,252,13413920.0000,628.0000,440,188,空开,S,2135.0000,2136.0000,1005,158
sc,rb1605,2016-03-08 10:40:43.500,2135.0000,1740292,-8,7858460.0000,368.0000,180,188,多平,S,2135.0000,2136.0000,876,93
sc,rb1605,2016-03-08 10:40:44.000,2136.0000,1740290,-2,982420.0000,46.0000,22,24,空平,B,2135.0000,2136.0000,570,81
sc,rb1605,2016-03-08 10:40:44.500,2135.0000,1740256,-34,1708360.0000,80.0000,23,57,多平,S,2135.0000,2136.0000,562,137
sc,rb1605,2016-03-08 10:40:45.000,2136.0000,1740224,-32,7176960.0000,336.0000,152,184,空平,B,2136.0000,2137.0000,96,451
sc,rb1605,2016-03-08 10:40:45.500,2136.0000,1740240,16,384480.0000,18.0000,17,1,多开,B,2136.0000,2137.0000,90,452
sc,rb1605,2016-03-08 10:40:46.000,2136.0000,1740102,-138,6664340.0000,312.0000,87,225,空平,B,2135.0000,2136.0000,570,198
sc,rb1605,2016-03-08 10:40:46.500,2136.0000,1740038,-64,1708400.0000,80.0000,8,72,空平,B,2135.0000,2136.0000,551,304
sc,rb1605,2016-03-08 10:40:47.000,2136.0000,1739982,-56,1495140.0000,70.0000,7,63,空平,B,2135.0000,2136.0000,639,281
sc,rb1605,2016-03-08 10:40:47.500,2136.0000,1739980,-2,299040.0000,14.0000,6,8,空平,B,2135.0000,2136.0000,639,276
sc,rb1605,2016-03-08 10:40:48.000,2136.0000,1739978,-2,1324300.0000,62.0000,30,32,空平,B,2135.0000,2136.0000,558,247
sc,rb1605,2016-03-08 10:40:48.500,2135.0000,1739976,-2,427120.0000,20.0000,9,11,多平,S,2135.0000,2136.0000,572,256
sc,rb1605,2016-03-08 10:40:49.000,2136.0000,1739978,2,213580.0000,10.0000,6,4,多开,B,2135.0000,2136.0000,533,254
sc,rb1605,2016-03-08 10:40:49.500,2135.0000,1739954,-24,3887300.0000,182.0000,79,103,多平,S,2135.0000,2136.0000,522,205
sc,rb1605,2016-03-08 10:40:50.000,2136.0000,1740040,86,3245500.0000,152.0000,119,33,多开,B,2135.0000,2136.0000,454,199
sc,rb1605,2016-03-08 10:40:50.500,2135.0000,1740042,2,1153320.0000,54.0000,28,26,空开,S,2135.0000,2136.0000,479,184
sc,rb1605,2016-03-08 10:40:51.000,2136.0000,1739952,-90,4527300.0000,212.0000,61,151,空平,B,2135.0000,2136.0000,438,132
sc,rb1605,2016-03-08 10:40:51.500,2135.0000,1739846,-106,4357400.0000,204.0000,49,155,多平,S,2135.0000,2136.0000,446,34
sc,rb1605,2016-03-08 10:40:52.000,2136.0000,1739996,150,3631200.0000,170.0000,160,10,多开,B,2136.0000,2137.0000,114,451
sc,rb1605,2016-03-08 10:40:52.500,2137.0000,1740220,224,5083780.0000,238.0000,231,7,多开,B,2136.0000,2137.0000,28,462
sc,rb1605,2016-03-08 10:40:53.000,2136.0000,1740220,0,3460300.0000,162.0000,81,81,空换,S,2135.0000,2136.0000,448,401
sc,rb1605,2016-03-08 10:40:53.500,2135.0000,1740220,0,42700.0000,2.0000,1,1,空换,S,2135.0000,2136.0000,450,441
sc,rb1605,2016-03-08 10:40:54.000,2136.0000,1740218,-2,2178320.0000,102.0000,50,52,空平,B,2135.0000,2136.0000,430,392
sc,rb1605,2016-03-08 10:40:54.500,2136.0000,1740218,0,213540.0000,10.0000,5,5,多换,B,2135.0000,2136.0000,437,401
sc,rb1605,2016-03-08 10:40:55.000,2136.0000,1739904,-314,15201880.0000,712.0000,199,513,空平,B,2135.0000,2136.0000,120,373
sc,rb1605,2016-03-08 10:40:55.500,2135.0000,1739924,20,1024960.0000,48.0000,34,14,空开,S,2135.0000,2136.0000,96,980
sc,rb1605,2016-03-08 10:40:56.000,2135.0000,1740044,120,4099200.0000,192.0000,156,36,空开,S,2134.0000,2135.0000,780,937
sc,rb1605,2016-03-08 10:40:56.500,2135.0000,1740068,24,640500.0000,30.0000,27,3,空开,S,2134.0000,2135.0000,783,943
sc,rb1605,2016-03-08 10:40:57.000,2135.0000,1740072,4,2519300.0000,118.0000,61,57,空开,S,2134.0000,2135.0000,767,885
sc,rb1605,2016-03-08 10:40:57.500,2135.0000,1740070,-2,426980.0000,20.0000,9,11,多平,S,2134.0000,2135.0000,765,876
sc,rb1605,2016-03-08 10:40:58.000,2134.0000,1740058,-12,853620.0000,40.0000,14,26,多平,S,2134.0000,2135.0000,746,876
sc,rb1605,2016-03-08 10:40:58.500,2135.0000,1739994,-64,1494440.0000,70.0000,3,67,空平,B,2134.0000,2135.0000,743,806
sc,rb1605,2016-03-08 10:40:59.000,2134.0000,1739982,-12,2006080.0000,94.0000,41,53,多平,S,2134.0000,2135.0000,712,800
sc,rb1605,2016-03-08 10:40:59.500,2134.0000,1739940,-42,1237920.0000,58.0000,8,50,多平,S,2134.0000,2135.0000,186,804
sc,rb1605,2016-03-08 10:41:00.000,2134.0000,1739970,30,7767760.0000,364.0000,197,167,空开,S,2133.0000,2134.0000,875,133
sc,rb1605,2016-03-08 10:41:00.500,2134.0000,1740008,38,1536120.0000,72.0000,55,17,空开,S,2133.0000,2134.0000,850,176
sc,rb1605,2016-03-08 10:41:01.000,2133.0000,1740018,10,597320.0000,28.0000,19,9,空开,S,2133.0000,2134.0000,831,193
sc,rb1605,2016-03-08 10:41:01.500,2133.0000,1740062,44,1194500.0000,56.0000,50,6,空开,S,2133.0000,2134.0000,805,226
sc,rb1605,2016-03-08 10:41:02.000,2133.0000,1740054,-8,2602780.0000,122.0000,57,65,多平,S,2133.0000,2134.0000,774,204
sc,rb1605,2016-03-08 10:41:02.500,2133.0000,1740024,-30,981200.0000,46.0000,8,38,多平,S,2133.0000,2134.0000,752,235
sc,rb1605,2016-03-08 10:41:03.000,2133.0000,1740022,-2,3883740.0000,182.0000,90,92,多平,S,2133.0000,2134.0000,745,247
sc,rb1605,2016-03-08 10:41:03.500,2133.0000,1739822,-200,5503400.0000,258.0000,29,229,多平,S,2133.0000,2134.0000,638,235
sc,rb1605,2016-03-08 10:41:04.000,2133.0000,1739826,4,256020.0000,12.0000,8,4,空开,S,2133.0000,2134.0000,636,246
sc,rb1605,2016-03-08 10:41:04.500,2133.0000,1739826,0,2943540.0000,138.0000,69,69,空换,S,2133.0000,2134.0000,571,189
sc,rb1605,2016-03-08 10:41:05.000,2134.0000,1739802,-24,3029040.0000,142.0000,59,83,空平,B,2133.0000,2134.0000,494,186
sc,rb1605,2016-03-08 10:41:05.500,2134.0000,1739802,0,511940.0000,24.0000,12,12,多换,B,2133.0000,2134.0000,484,155
sc,rb1605,2016-03-08 10:41:06.000,2134.0000,1739822,20,853480.0000,40.0000,30,10,多开,B,2133.0000,2134.0000,484,293
sc,rb1605,2016-03-08 10:41:06.500,2133.0000,1739822,0,1535820.0000,72.0000,36,36,空换,S,2133.0000,2134.0000,451,296
sc,rb1605,2016-03-08 10:41:07.000,2133.0000,1739780,-42,1066500.0000,50.0000,4,46,多平,S,2133.0000,2134.0000,426,308
sc,rb1605,2016-03-08 10:41:07.500,2133.0000,1739838,58,3541800.0000,166.0000,112,54,空开,S,2133.0000,2134.0000,400,121
sc,rb1605,2016-03-08 10:41:08.000,2134.0000,1739744,-94,5334580.0000,250.0000,78,172,空平,B,2134.0000,2135.0000,223,780
sc,rb1605,2016-03-08 10:41:08.500,2134.0000,1739708,-36,1152560.0000,54.0000,9,45,空平,B,2134.0000,2135.0000,219,772
sc,rb1605,2016-03-08 10:41:09.000,2134.0000,1739688,-20,10072480.0000,472.0000,226,246,空平,B,2133.0000,2134.0000,404,400
sc,rb1605,2016-03-08 10:41:09.500,2133.0000,1739652,-36,2389600.0000,112.0000,38,74,多平,S,2133.0000,2134.0000,383,399
sc,rb1605,2016-03-08 10:41:10.000,2133.0000,1739682,30,1792160.0000,84.0000,57,27,空开,S,2133.0000,2134.0000,366,377
sc,rb1605,2016-03-08 10:41:10.500,2133.0000,1739584,-98,4949840.0000,232.0000,67,165,多平,S,2133.0000,2134.0000,318,313
sc,rb1605,2016-03-08 10:41:11.000,2134.0000,1739608,24,981540.0000,46.0000,35,11,多开,B,2133.0000,2134.0000,309,306
sc,rb1605,2016-03-08 10:41:11.500,2133.0000,1739424,-184,8233640.0000,386.0000,101,285,多平,S,2133.0000,2134.0000,130,344
sc,rb1605,2016-03-08 10:41:12.000,2133.0000,1739568,144,5759200.0000,270.0000,207,63,空开,S,2132.0000,2133.0000,342,272
sc,rb1605,2016-03-08 10:41:12.500,2133.0000,1739562,-6,3369540.0000,158.0000,76,82,多平,S,2132.0000,2133.0000,344,269
sc,rb1605,2016-03-08 10:41:13.000,2133.0000,1739712,150,5202460.0000,244.0000,197,47,空开,S,2132.0000,2133.0000,302,260
sc,rb1605,2016-03-08 10:41:13.500,2133.0000,1739734,22,725160.0000,34.0000,28,6,空开,S,2132.0000,2133.0000,401,257
sc,rb1605,2016-03-08 10:41:14.000,2133.0000,1739668,-66,3070200.0000,144.0000,39,105,多平,S,2132.0000,2133.0000,336,259
sc,rb1605,2016-03-08 10:41:14.500,2132.0000,1739684,16,767860.0000,36.0000,26,10,空开,S,2132.0000,2133.0000,335,244
sc,rb1605,2016-03-08 10:41:15.000,2131.0000,1738914,-770,30569440.0000,1434.0000,332,1102,多平,S,2131.0000,2132.0000,406,12
sc,rb1605,2016-03-08 10:41:15.500,2132.0000,1738912,-2,2729160.0000,128.0000,63,65,空平,B,2132.0000,2133.0000,327,204
sc,rb1605,2016-03-08 10:41:16.000,2132.0000,1738998,86,4477200.0000,210.0000,148,62,多开,B,2132.0000,2133.0000,231,206
sc,rb1605,2016-03-08 10:41:16.500,2132.0000,1739190,192,11640040.0000,546.0000,369,177,多开,B,2131.0000,2132.0000,382,128
sc,rb1605,2016-03-08 10:41:17.000,2131.0000,1739188,-2,682120.0000,32.0000,15,17,多平,S,2131.0000,2132.0000,377,155
sc,rb1605,2016-03-08 10:41:17.500,2131.0000,1739188,0,341100.0000,16.0000,8,8,空换,S,2131.0000,2132.0000,377,152
sc,rb1605,2016-03-08 10:41:18.000,2132.0000,1739188,0,213180.0000,10.0000,5,5,多换,B,2131.0000,2132.0000,376,184
sc,rb1605,2016-03-08 10:41:18.500,2131.0000,1738908,-280,6733960.0000,316.0000,18,298,多平,S,2131.0000,2132.0000,219,185
sc,rb1605,2016-03-08 10:41:19.000,2132.0000,1739262,354,9678740.0000,454.0000,404,50,多开,B,2132.0000,2133.0000,424,330
sc,rb1605,2016-03-08 10:41:19.500,2133.0000,1739286,24,724900.0000,34.0000,29,5,多开,B,2132.0000,2133.0000,417,331
sc,rb1605,2016-03-08 10:41:20.000,2132.0000,1739338,52,5544200.0000,260.0000,156,104,空开,S,2132.0000,2133.0000,338,294
sc,rb1605,2016-03-08 10:41:20.500,2133.0000,1739342,4,2686340.0000,126.0000,65,61,多开,B,2132.0000,2133.0000,291,811
sc,rb1605,2016-03-08 10:41:21.000,2133.0000,1739376,34,1236580.0000,58.0000,46,12,多开,B,2132.0000,2133.0000,258,823
sc,rb1605,2016-03-08 10:41:21.500,2132.0000,1739406,30,13475280.0000,632.0000,331,301,空开,S,2131.0000,2132.0000,200,306
sc,rb1605,2016-03-08 10:41:22.000,2132.0000,1739026,-380,9849840.0000,462.0000,41,421,多平,S,2131.0000,2132.0000,206,84
sc,rb1605,2016-03-08 10:41:22.500,2132.0000,1739032,6,2685900.0000,126.0000,66,60,空开,S,2131.0000,2132.0000,199,47
sc,rb1605,2016-03-08 10:41:23.000,2131.0000,1739032,0,468840.0000,22.0000,11,11,空换,S,2131.0000,2132.0000,189,289
sc,rb1605,2016-03-08 10:41:23.500,2132.0000,1739036,4,2942140.0000,138.0000,71,67,多开,B,2131.0000,2132.0000,188,225
sc,rb1605,2016-03-08 10:41:24.000,2131.0000,1739038,2,85260.0000,4.0000,3,1,空开,S,2131.0000,2132.0000,228,251
sc,rb1605,2016-03-08 10:41:24.500,2131.0000,1739016,-22,1150760.0000,54.0000,16,38,多平,S,2131.0000,2132.0000,203,254
sc,rb1605,2016-03-08 10:41:25.000,2131.0000,1738984,-32,4945520.0000,232.0000,100,132,多平,S,2131.0000,2132.0000,162,273
sc,rb1605,2016-03-08 10:41:25.500,2131.0000,1739000,16,937840.0000,44.0000,30,14,空开,S,2131.0000,2132.0000,169,311
sc,rb1605,2016-03-08 10:41:26.000,2131.0000,1739048,48,7501140.0000,352.0000,200,152,空开,S,2130.0000,2131.0000,1540,353
sc,rb1605,2016-03-08 10:41:26.500,2131.0000,1739048,0,42620.0000,2.0000,1,1,空换,S,2130.0000,2131.0000,1547,368
sc,rb1605,2016-03-08 10:41:27.000,2130.0000,1739050,2,170460.0000,8.0000,5,3,空开,S,2130.0000,2131.0000,1538,503
sc,rb1605,2016-03-08 10:41:27.500,2130.0000,1739028,-22,12568840.0000,590.0000,284,306,多平,S,2130.0000,2131.0000,1396,424
sc,rb1605,2016-03-08 10:41:28.000,2131.0000,1739130,102,7497680.0000,352.0000,227,125,多开,B,2130.0000,2131.0000,1239,427
sc,rb1605,2016-03-08 10:41:28.500,2129.0000,1740036,906,54867820.0000,2576.0000,1741,835,空开,S,2129.0000,2130.0000,155,135
sc,rb1605,2016-03-08 10:41:29.000,2129.0000,1740000,-36,1448000.0000,68.0000,16,52,多平,S,2129.0000,2130.0000,137,155
sc,rb1605,2016-03-08 10:41:29.500,2130.0000,1739974,-26,638720.0000,30.0000,2,28,空平,B,2129.0000,2130.0000,124,709
sc,rb1605,2016-03-08 10:41:30.000,2129.0000,1739434,-540,14951600.0000,702.0000,81,621,多平,S,2129.0000,2130.0000,94,498
sc,rb1605,2016-03-08 10:41:30.500,2130.0000,1739420,-14,1362960.0000,64.0000,25,39,空平,B,2129.0000,2130.0000,192,558
sc,rb1605,2016-03-08 10:41:31.000,2130.0000,1738470,-950,26156300.0000,1228.0000,139,1089,空平,B,2129.0000,2130.0000,513,1
sc,rb1605,2016-03-08 10:41:31.500,2130.0000,1738000,-470,23812400.0000,1118.0000,324,794,空平,B,2130.0000,2131.0000,440,555
sc,rb1605,2016-03-08 10:41:32.000,2130.0000,1737802,-198,9460620.0000,444.0000,123,321,空平,B,2130.0000,2131.0000,432,515
sc,rb1605,2016-03-08 10:41:32.500,2130.0000,1737732,-70,5199460.0000,244.0000,87,157,空平,B,2130.0000,2131.0000,486,403
sc,rb1605,2016-03-08 10:41:33.000,2130.0000,1737742,10,255660.0000,12.0000,11,1,多开,B,2130.0000,2131.0000,485,391
sc,rb1605,2016-03-08 10:41:33.500,2131.0000,1737822,80,3238220.0000,152.0000,116,36,多开,B,2130.0000,2131.0000,456,360
sc,rb1605,2016-03-08 10:41:34.000,2130.0000,1737832,10,809620.0000,38.0000,24,14,空开,S,2130.0000,2131.0000,453,357
sc,rb1605,2016-03-08 10:41:34.500,2130.0000,1737754,-78,20490600.0000,962.0000,442,520,多平,S,2129.0000,2130.0000,261,356
sc,rb1605,2016-03-08 10:41:35.000,2130.0000,1737760,6,6773360.0000,318.0000,162,156,空开,S,2129.0000,2130.0000,270,239
sc,rb1605,2016-03-08 10:41:35.500,2129.0000,1737754,-6,1150120.0000,54.0000,24,30,多平,S,2129.0000,2130.0000,259,210
sc,rb1605,2016-03-08 10:41:36.000,2130.0000,1737590,-164,6302900.0000,296.0000,66,230,空平,B,2129.0000,2130.0000,225,193
sc,rb1605,2016-03-08 10:41:36.500,2129.0000,1737556,-34,1107340.0000,52.0000,9,43,多平,S,2129.0000,2130.0000,213,722
sc,rb1605,2016-03-08 10:41:37.000,2130.0000,1737552,-4,553800.0000,26.0000,11,15,空平,B,2129.0000,2130.0000,214,724
sc,rb1605,2016-03-08 10:41:37.500,2130.0000,1737548,-4,1235100.0000,58.0000,27,31,空平,B,2129.0000,2130.0000,190,730
sc,rb1605,2016-03-08 10:41:38.000,2130.0000,1737546,-2,383320.0000,18.0000,8,10,空平,B,2129.0000,2130.0000,337,716
sc,rb1605,2016-03-08 10:41:38.500,2129.0000,1737852,306,15499540.0000,728.0000,517,211,空开,S,2128.0000,2129.0000,403,118
sc,rb1605,2016-03-08 10:41:39.000,2129.0000,1737972,120,3193480.0000,150.0000,135,15,空开,S,2128.0000,2129.0000,419,61
sc,rb1605,2016-03-08 10:41:39.500,2129.0000,1738006,34,4386260.0000,206.0000,120,86,空开,S,2129.0000,2130.0000,192,674
sc,rb1605,2016-03-08 10:41:40.000,2129.0000,1737870,-136,9793380.0000,460.0000,162,298,多平,S,2128.0000,2129.0000,422,349
sc,rb1605,2016-03-08 10:41:40.500,2129.0000,1737912,42,1490300.0000,70.0000,56,14,空开,S,2128.0000,2129.0000,444,355
sc,rb1605,2016-03-08 10:41:41.000,2128.0000,1737948,36,2980260.0000,140.0000,88,52,空开,S,2128.0000,2129.0000,428,1305
sc,rb1605,2016-03-08 10:41:41.500,2128.0000,1737774,-174,20813020.0000,978.0000,402,576,多平,S,2127.0000,2128.0000,668,72
sc,rb1605,2016-03-08 10:41:42.000,2128.0000,1737630,-144,8893460.0000,418.0000,137,281,多平,S,2127.0000,2128.0000,615,107
sc,rb1605,2016-03-08 10:41:42.500,2128.0000,1737594,-36,1446920.0000,68.0000,16,52,多平,S,2127.0000,2128.0000,614,155
sc,rb1605,2016-03-08 10:41:43.000,2127.0000,1737876,282,28302400.0000,1330.0000,806,524,空开,S,2127.0000,2128.0000,616,3
sc,rb1605,2016-03-08 10:41:43.500,2127.0000,1737880,4,2340000.0000,110.0000,57,53,空开,S,2127.0000,2128.0000,575,105
sc,rb1605,2016-03-08 10:41:44.000,2128.0000,1738020,140,11613600.0000,546.0000,343,203,多开,B,2127.0000,2128.0000,307,105
sc,rb1605,2016-03-08 10:41:44.500,2128.0000,1738016,-4,6426180.0000,302.0000,149,153,空平,B,2128.0000,2129.0000,94,1460
sc,rb1605,2016-03-08 10:41:45.000,2128.0000,1737910,-106,4553860.0000,214.0000,54,160,空平,B,2127.0000,2128.0000,278,122
sc,rb1605,2016-03-08 10:41:45.500,2127.0000,1738908,998,22716560.0000,1068.0000,1033,35,空开,S,2126.0000,2127.0000,523,110
sc,rb1605,2016-03-08 10:41:46.000,2127.0000,1738568,-340,27991740.0000,1316.0000,488,828,多平,S,2127.0000,2128.0000,82,161
sc,rb1605,2016-03-08 10:41:46.500,2127.0000,1738584,16,1744660.0000,82.0000,49,33,空开,S,2127.0000,2128.0000,88,136
sc,rb1605,2016-03-08 10:41:47.000,2127.0000,1738614,30,1149040.0000,54.0000,42,12,空开,S,2127.0000,2128.0000,251,125
sc,rb1605,2016-03-08 10:41:47.500,2127.0000,1738614,0,382880.0000,18.0000,9,9,空换,S,2127.0000,2128.0000,313,137
sc,rb1605,2016-03-08 10:41:48.000,2128.0000,1738668,54,6468900.0000,304.0000,179,125,多开,B,2128.0000,2129.0000,215,1479
sc,rb1605,2016-03-08 10:41:48.500,2127.0000,1738436,-232,17107700.0000,804.0000,286,518,多平,S,2127.0000,2128.0000,408,715
sc,rb1605,2016-03-08 10:41:49.000,2127.0000,1738436,0,680680.0000,32.0000,16,16,空换,S,2127.0000,2128.0000,509,725
sc,rb1605,2016-03-08 10:41:49.500,2128.0000,1738592,156,3532020.0000,166.0000,161,5,多开,B,2127.0000,2128.0000,615,665
sc,rb1605,2016-03-08 10:41:50.000,2127.0000,1738582,-10,1404360.0000,66.0000,28,38,多平,S,2127.0000,2128.0000,566,659
sc,rb1605,2016-03-08 10:41:50.500,2128.0000,1738604,22,1106120.0000,52.0000,37,15,多开,B,2127.0000,2128.0000,556,658
sc,rb1605,2016-03-08 10:41:51.000,2127.0000,1738416,-188,22333880.0000,1050.0000,431,619,多平,S,2127.0000,2128.0000,53,646
sc,rb1605,2016-03-08 10:41:51.500,2128.0000,1738352,-64,5488120.0000,258.0000,97,161,空平,B,2127.0000,2128.0000,30,627
sc,rb1605,2016-03-08 10:41:52.000,2127.0000,1738344,-8,1829300.0000,86.0000,39,47,多平,S,2127.0000,2128.0000,331,636
sc,rb1605,2016-03-08 10:41:52.500,2127.0000,1738528,184,6210960.0000,292.0000,238,54,空开,S,2127.0000,2128.0000,497,656
sc,rb1605,2016-03-08 10:41:53.000,2127.0000,1739300,772,19745700.0000,928.0000,850,78,空开,S,2127.0000,2128.0000,395,309
sc,rb1605,2016-03-08 10:41:53.500,2128.0000,1739854,554,12980800.0000,610.0000,582,28,多开,B,2128.0000,2129.0000,683,1668
sc,rb1605,2016-03-08 10:41:54.000,2128.0000,1739500,-354,9537820.0000,448.0000,47,401,空平,B,2128.0000,2129.0000,709,1452
sc,rb1605,2016-03-08 10:41:54.500,2129.0000,1739656,156,5192620.0000,244.0000,200,44,多开,B,2128.0000,2129.0000,673,1437
sc,rb1605,2016-03-08 10:41:55.000,2128.0000,1739608,-48,2809620.0000,132.0000,42,90,多平,S,2128.0000,2129.0000,641,1124
sc,rb1605,2016-03-08 10:41:55.500,2129.0000,1741540,1932,50745100.0000,2384.0000,2158,226,多开,B,2128.0000,2129.0000,143,450
sc,rb1605,2016-03-08 10:41:56.000,2128.0000,1741636,96,14983880.0000,704.0000,400,304,空开,S,2127.0000,2128.0000,528,53
sc,rb1605,2016-03-08 10:41:56.500,2129.0000,1741748,112,15241860.0000,716.0000,414,302,多开,B,2128.0000,2129.0000,191,125
sc,rb1605,2016-03-08 10:41:57.000,2129.0000,1742060,312,6898020.0000,324.0000,318,6,多开,B,2129.0000,2130.0000,115,336
sc,rb1605,2016-03-08 10:41:57.500,2130.0000,1742480,420,14013820.0000,658.0000,539,119,多开,B,2129.0000,2130.0000,114,116
sc,rb1605,2016-03-08 10:41:58.000,2130.0000,1742562,82,8520020.0000,400.0000,241,159,多开,B,2130.0000,2131.0000,251,317
sc,rb1605,2016-03-08 10:41:58.500,2129.0000,1742418,-144,20663120.0000,970.0000,413,557,多平,S,2129.0000,2130.0000,133,116
sc,rb1605,2016-03-08 10:41:59.000,2129.0000,1742424,6,4302540.0000,202.0000,104,98,空开,S,2129.0000,2130.0000,134,53
sc,rb1605,2016-03-08 10:41:59.500,2131.0000,1742468,44,3024720.0000,142.0000,93,49,多开,B,2130.0000,2131.0000,654,253
sc,rb1605,2016-03-08 10:42:00.000,2131.0000,1742546,78,28332200.0000,1330.0000,704,626,多开,B,2130.0000,2131.0000,337,89
